,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.019448247,0.06462621,0.008687131,0.0047225114,0.0018827037,0.012284743,0.0069182636,0.0052529327,0.011206021,0.002462713,0.008806717,0.04414888,0.0031732456,0.00585715,0.00237969,0.021450063,0.026927488,0.11677178,0.029541217,0.012017815
0,0.0055994466,0.0073764357,0.020464592,0.002616812,0.00586314,0.003399535,0.012474723,0.0037392888,0.006342265,0.004130524,0.0029075297,0.010263743,0.02109399,0.0033895236,0.004257424,0.009621704,0.0028780084,0.0052691856,0.0047463817,0.006130586
0,0.0037639923,0.002411128,0.005517562,0.0071345763,0.0031757758,0.0052849622,0.0045384597,0.0036250683,0.0054642474,0.0028990912,0.006869846,0.0023702912,0.0043907813,0.012483208,0.003157159,0.006782787,0.0033316128,0.0037124804,0.0019301103,0.00371509
0,0.015270302,0.018860748,0.01997145,0.018851677,0.01873105,0.016557308,0.016267203,0.018334584,0.019669626,0.011132544,0.019234637,0.01550509,0.01415982,0.01748486,0.012745422,0.019695722,0.015970845,0.01571002,0.019177316,0.018546307
0,0.02438536,0.021603975,0.025253927,0.02406941,0.0216525,0.016191619,0.024061725,0.011602867,0.01843648,0.0119046355,0.022602016,0.025569716,0.018883852,0.013404227,0.025151916,0.014664186,0.018238876,0.013224992,0.023032885,0.02140139
0,0.007799793,0.015272089,0.011289495,0.0037231816,0.0010923586,0.015727371,0.008212528,0.0040615415,0.020918665,0.0010550532,0.031604588,0.0016747124,0.0017987525,0.013968386,0.0043990416,0.0064033116,0.0052699777,0.001544288,0.01582878,0.011950254
0,0.0310521,0.033192642,0.027813012,0.02348396,0.020623107,0.029218204,0.022506945,0.037050996,0.027953919,0.02187555,0.033218827,0.009091341,0.016536457,0.033090573,0.018595602,0.02649458,0.016455553,0.032986928,0.035333812,0.027305717
0,0.018380377,0.014933738,0.009633848,0.018580006,0.0057305126,0.009447902,0.0036117397,0.06802941,0.010795122,0.013104363,0.010100979,0.02980648,0.0031210585,0.0048862845,0.0075508775,0.0052582053,0.0043325424,0.0036087485,0.0047243387,0.014532895
0,0.0075547127,0.0032563042,0.012452345,0.016981782,0.0094793355,0.0039511467,0.0032738256,0.008949079,0.0050733127,0.002718334,0.005557283,0.011866779,0.018040832,0.004184075,0.0042526703,0.0033286484,0.0063884477,0.002971534,0.0027973398,0.006222248
0,0.010566809,0.010626085,0.010089611,0.010202932,0.010486072,0.0099648675,0.010509596,0.010284462,0.010968238,0.010491027,0.0101319095,0.010530243,0.010645428,0.009753728,0.0096544195,0.010380361,0.010064196,0.00988757,0.011277484,0.010357785
0,0.021336958,0.03597281,0.010212577,0.011623107,0.0042287232,0.018301826,0.011304194,0.0064831506,0.00864008,0.0049988534,0.015726034,0.03413115,0.006877762,0.002354739,0.003171496,0.03431208,0.0034936487,0.009687333,0.0063664117,0.015070235
0,0.033460584,0.0029532756,0.019415744,0.055937074,0.055830818,0.029213479,0.03716428,0.01470923,0.00392768,0.025544215,0.0475818,0.010964131,0.065572016,0.005114032,0.066825986,0.0044171913,0.0052121314,0.04161866,0.0050471905,0.031215642
0,0.018455384,0.0078471415,0.007524136,0.005770737,0.0046341326,0.010719046,0.008150449,0.0035661298,0.006273436,0.013290166,0.0035873246,0.014180729,0.00374816,0.003702814,0.0020930406,0.0066076573,0.0047192047,0.002649273,0.0069253216,0.010751358
0,0.03219055,0.020580102,0.03389315,0.028304243,0.018098323,0.034166656,0.040401712,0.0316703,0.026465023,0.022502381,0.028861744,0.034983736,0.023377074,0.03361025,0.016236486,0.026970357,0.017726392,0.021454819,0.0330006,0.029058577
0,0.021632714,0.02600824,0.020931548,0.018297516,0.0157037,0.023369836,0.021703614,0.019328088,0.013579422,0.023185883,0.024804087,0.011038769,0.021010851,0.018238327,0.023580624,0.016908523,0.011528112,0.018989582,0.019831158,0.022331553
0,0.0028854609,0.0023955363,0.017082699,0.026521912,0.031522773,0.014278739,0.015827063,0.0067130392,0.018766005,0.013727341,0.013690095,0.021265589,0.026585648,0.017335784,0.0057807122,0.022327818,0.019865055,0.0034158842,0.0023798982,0.01567491
0,0.024738396,0.044678375,0.004085799,0.0029217836,0.0030355342,0.012000083,0.0013537336,0.0075157858,0.036341544,0.002005195,0.0148337055,0.013818245,0.033167858,0.0044233142,0.0058681974,0.0034266831,0.0019841602,0.003233342,0.0035040262,0.009012636
0,0.047118194,0.04960814,0.04534007,0.039773572,0.038859125,0.046970744,0.037556548,0.041545242,0.04455367,0.033143673,0.045945365,0.045767024,0.048088662,0.043417927,0.049015503,0.039943118,0.041742537,0.043415755,0.04696613,0.044749115
0,0.0146694835,0.0031651757,0.024655022,0.00901981,0.005583083,0.0035188978,0.009533064,0.005539387,0.013095819,0.012042796,0.010933805,0.0228655,0.05325632,0.00782362,0.0066430033,0.008678336,0.009211863,0.0026592326,0.016741382,0.008156885
0,0.01999109,0.008045652,0.024150591,0.030682525,0.022607038,0.023624666,0.018134546,0.022153366,0.042529725,0.028304668,0.01977036,0.023727925,0.029083492,0.028826812,0.00753652,0.010705897,0.0067453277,0.007767461,0.012356363,0.022132462
