,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.00955609,0.013730364,0.010941491,0.0076333485,0.0042950255,0.031083869,0.025531938,0.008285629,0.0068815085,0.003348687,0.0062090815,0.019746821,0.005884485,0.04815243,0.0055333935,0.007145843,0.010708822,0.013936465,0.015113478,0.018945131
0,0.00570877,0.003178695,0.008520555,0.004574049,0.0032280458,0.0050767893,0.0031181003,0.0013324921,0.007290609,0.01366024,0.004309451,0.009497113,0.0035550587,0.010854887,0.0033432848,0.028074702,0.0026286095,0.0027237935,0.008407517,0.009767739
0,0.0027661605,0.0025003036,0.0027693862,0.001942745,0.0018314072,0.0022329064,0.0023453482,0.0017842896,0.0028051867,0.001959716,0.0024857032,0.0025128962,0.0012961829,0.0028291752,0.0028332598,0.0030408797,0.0029836274,0.0019922545,0.002560666,0.0030197692
0,0.0036029099,0.012534818,0.0050123525,0.0038038164,0.009582605,0.04105363,0.004964176,0.0025682356,0.004399841,0.0018478339,0.0048009595,0.0062970356,0.01610873,0.11985101,0.003365595,0.020554272,0.008169664,0.0020591766,0.021531325,0.0147667555
0,0.006068887,0.0034519434,0.006824126,0.0042443736,0.0049248585,0.008741921,0.01730484,0.0034163846,0.01829078,0.02353103,0.0056637954,0.004233915,0.016029561,0.04575467,0.023878986,0.010982633,0.0042477986,0.010501946,0.004693133,0.0019914403
0,0.013398685,0.02065,0.008002412,0.015476852,0.014965617,0.008233999,0.008604529,0.0067010857,0.0052442513,0.1250538,0.1644817,0.017611878,0.015974278,0.010369619,0.40084484,0.0038316573,0.0080791,0.027699325,0.014645767,0.0143252835
0,0.009038143,0.006544865,0.004856302,0.0076732016,0.0145064695,0.0049214526,0.006259347,0.011336044,0.004947462,0.0034845087,0.014173791,0.019156232,0.0060021044,0.011455198,0.005126246,0.015697401,0.034238853,0.009306909,0.004696631,0.00949779
0,0.009902874,0.007352088,0.010550788,0.0023905584,0.0084737055,0.020271944,0.009064353,0.06127478,0.0073186997,0.0044745565,0.0060934657,0.01571392,0.007778711,0.12001417,0.0029404757,0.032072227,0.028231353,0.031814653,0.01818457,0.0068596867
0,0.010133903,0.005872065,0.0053108926,0.004563518,0.008230996,0.002395484,0.020792123,0.014469787,0.009378776,0.0056966166,0.0030183455,0.016943935,0.002058438,0.05444023,0.012137796,0.004335477,0.013937914,0.10082959,0.012052212,0.0121075185
0,0.009548168,0.0060742483,0.011351767,0.01325398,0.01297524,0.0048121037,0.017207704,0.032973226,0.007837354,0.020360067,0.005872583,0.011489281,0.011215525,0.01919423,0.0533551,0.00812776,0.016600268,0.0035040427,0.013917985,0.0031041058
0,0.007350084,0.0023103005,0.0021821412,0.0049519814,0.002355548,0.012476373,0.0140042985,0.0055327187,0.0034376234,0.01223701,0.0038129527,0.004740403,0.003178482,0.008807387,0.02489591,0.0051020226,0.008800263,0.01354916,0.008075047,0.0062716017
0,0.004815969,0.0034548892,0.0041002757,0.004090023,0.0047647306,0.0056617176,0.041541968,0.0034399033,0.018395543,0.016543368,0.0041326783,0.0038162791,0.04387434,0.0029709875,0.0072673173,0.058842663,0.006572585,0.017561046,0.0032490427,0.006390001
0,0.00942929,0.0011453448,0.0052705305,0.0024096866,0.017142138,0.00087025913,0.042148363,0.007795234,0.00830655,0.022904718,0.004766175,0.0011196843,0.0011016484,0.030841667,0.01769942,0.0028457427,0.06677208,0.011121442,0.0016797186,0.017421495
0,0.018952433,0.008554456,0.0072059827,0.009324251,0.06392008,0.009601233,0.071513996,0.00845114,0.08973297,0.009812174,0.010684495,0.0048150234,0.008759521,0.28981844,0.00541796,0.016013542,0.010866157,0.004611522,0.018736249,0.0085251685
0,0.0032247398,0.009579184,0.0026663584,0.009195957,0.0036757663,0.0030173082,0.008665292,0.031181041,0.005361866,0.027832383,0.0047024414,0.004799014,0.036043257,0.0056197727,0.02107921,0.056933735,0.016897691,0.026918828,0.017660208,0.004311655
0,0.0095874,0.011425339,0.0023679538,0.012698138,0.011812035,0.007254205,0.0046656495,0.009342862,0.007512259,0.014772037,0.05553553,0.005422464,0.0050640614,0.012152865,0.10456544,0.020754794,0.004103373,0.014388671,0.01330107,0.0011650677
0,0.0070768176,0.0032814667,0.005480306,0.0052293725,0.0061330185,0.021549223,0.01761891,0.0061735455,0.0052543734,0.023200907,0.007181817,0.008281198,0.047275,0.0051011103,0.007694289,0.007877177,0.006488608,0.0048304438,0.008940996,0.008542509
0,0.0033872102,0.007959494,0.006123904,0.0023910974,0.005615117,0.0051887208,0.003725126,0.019801479,0.024377435,0.029976299,0.006267853,0.0055596763,0.004916668,0.0038352774,0.011153513,0.07252237,0.0026878654,0.017119415,0.0027840037,0.006515076
0,0.005239587,0.0026504023,0.0030373079,0.0037586193,0.0040478525,0.004634623,0.0041034585,0.027594596,0.018135441,0.004884694,0.0050275363,0.0021921156,0.0035850976,0.0075393086,0.0045976746,0.054195687,0.0040816176,0.007833128,0.0049218168,0.0036106864
0,0.01008742,0.0070097377,0.009382684,0.014249654,0.0038882697,0.0096609,0.005298717,0.009346525,0.033532653,0.0067280503,0.008396616,0.0049655875,0.013161585,0.007693004,0.05490237,0.0033413202,0.015186182,0.0039146827,0.0050338893,0.008481328
