,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
0,0.0053604376,0.0023299118,0.0044256165,0.0024246548,0.0018758373,0.0034706625,0.0018514724,0.0018589002,0.0047195447,0.004501986,0.011218041,0.0027297996,0.0071386206,0.0059340806,0.0064173187,0.0013188507,0.0033657646,0.0020750002,0.002493334,0.001639404,0.0040779426,0.0013076445,0.0040036137,0.0052161105,0.0052513955,0.0034315584,0.010275631,0.002261692,0.0023132479,0.0033832751,0.0023778535,0.002664016,0.0022703435,0.004588191,0.0031324301,0.0039254497,0.010452744,0.0031333861,0.004664684,0.003794315,0.002474062,0.0026226493,0.0022413053,0.0032749523,0.0030878684,0.0027157345,0.0022423207,0.02353466,0.0016905731,0.0035675566,0.0043778657,0.0023673724,0.002300965,0.0045420006,0.013013138,0.0027527106,0.0036903045,0.006229337,0.009732823,0.0034225674,0.0038073761,0.0060620885,0.004265226,0.002563964,0.0037921597,0.014431213,0.0028045624,0.0011174893,0.0029913909,0.005853126,0.0029435598,0.001635255,0.0070467824,0.0011940082,0.004968743,0.0029431414,0.0038815625,0.014669201,0.0030091628,0.010262252,0.0041316934,0.0032508904,0.0023872342,0.0034333253,0.02510834,0.0026686164,0.0018265671,0.0029694117,0.0037726164,0.004893909,0.0036606237,0.001390493,0.0035862578,0.0014028965,0.0046417336,0.0051911683,0.007665875,0.009528702,0.005883662,0.005053595,0.0025305275,0.001482258,0.0030178893,0.004114282,0.0030216402,0.004837428,0.010825014,0.0029757994,0.002354496,0.008948888,0.0068226554,0.003260495
0,0.0043105865,0.0008197122,0.0042654346,0.0026478814,0.0014039262,0.0012292308,0.001677875,0.00060817273,0.0049970066,0.010086134,0.0026266074,0.0037395286,0.0043687015,0.0014077319,0.0029075257,0.0018096933,0.002982446,0.002705928,0.002802443,0.0036915354,0.0028862045,0.0036820406,0.009846415,0.0054944777,0.0026605101,0.0029329376,0.0037532505,0.0062714266,0.0023830533,0.014242984,0.0021312635,0.0011894228,0.0028308937,0.0016972995,0.011791671,0.0032170103,0.0020804678,0.001213903,0.0029526844,0.0021114552,0.0024403087,0.0019476329,0.0025073625,0.001512396,0.002095431,0.0017822448,0.0016753528,0.05367538,0.004433241,0.0021184373,0.0065332763,0.0028751323,0.0034283265,0.007952927,0.0038489376,0.011332816,0.002662348,0.0013873548,0.009928447,0.0022214889,0.004078264,0.0026737053,0.005679877,0.0051976903,0.0022410057,0.011713371,0.0010137835,0.0041923444,0.002271158,0.009515791,0.001941815,0.0029527643,0.008323328,0.0009519477,0.0035915407,0.0018782512,0.0033906018,0.011366219,0.0022438297,0.009333249,0.002129608,0.0015388158,0.0035793108,0.02046019,0.0023046173,0.0024238464,0.0020247232,0.0018384071,0.0077960393,0.0035210133,0.0018984131,0.0024459218,0.0015079345,0.00239116,0.0017686767,0.0035616274,0.0007656432,0.006034941,0.0052709677,0.007379774,0.0060937023,0.004103034,0.0019836153,0.002432332,0.0030752367,0.003042,0.009459929,0.0018482641,0.03284999,0.007741902,0.0013255071,0.002509455
0,0.024591966,0.024552276,0.02407365,0.025748096,0.02490577,0.024387786,0.024332715,0.025327036,0.024580969,0.02437141,0.024701118,0.025266599,0.024585204,0.024982305,0.02449689,0.024560748,0.024182735,0.023961646,0.025619464,0.024460562,0.02600484,0.02498942,0.024538822,0.024892218,0.02478993,0.024509745,0.042717487,0.025098601,0.02416542,0.025201388,0.023934867,0.026693713,0.025434015,0.02492624,0.02418228,0.02458066,0.027670272,0.025229834,0.02798816,0.024440287,0.025085466,0.024246054,0.02699683,0.028103305,0.024411574,0.026209341,0.024787586,0.024689926,0.024151552,0.024369085,0.025984509,0.025648091,0.02436895,0.025055282,0.024820155,0.024740972,0.02553955,0.024536582,0.027023163,0.02448892,0.026120588,0.025289714,0.024233095,0.025869321,0.024516668,0.026807472,0.023887096,0.030695537,0.02488067,0.02532217,0.024217874,0.02424607,0.026197542,0.024286179,0.02471803,0.026422374,0.030254403,0.024885667,0.024977742,0.025567837,0.024605168,0.02808304,0.02539573,0.024631418,0.02474505,0.024982281,0.026442774,0.028413719,0.024595378,0.036918476,0.024674745,0.026505409,0.023945414,0.027031517,0.025605578,0.025176883,0.02478269,0.024459332,0.024101749,0.028718252,0.02734084,0.024445148,0.027266426,0.024931913,0.028415501,0.025981981,0.024540791,0.024367908,0.02283797,0.026477996,0.023966903,0.024364369
0,0.011273762,0.0043128035,0.0076818406,0.002699323,0.0034084546,0.0006646148,0.0047825202,0.0079625975,0.009793901,0.002756475,0.003425042,0.0020763306,0.009271881,0.009291238,0.014200127,0.010788677,0.013355914,0.0057046544,0.0030977894,0.0036699919,0.0048723994,0.004367258,0.0065840334,0.0035271323,0.0073343366,0.0049857716,0.0060737818,0.0070293136,0.011583121,0.0057238033,0.007238155,0.0060204705,0.0072878557,0.0041505224,0.004372756,0.0033664682,0.004431282,0.004003481,0.0032055995,0.008157236,0.05182934,0.032922268,0.0047449456,0.0041590887,0.013445738,0.0049159,0.0018640778,0.015418458,0.012401806,0.007679427,0.02108903,0.0068035577,0.016234454,0.006696421,0.0021164636,0.014509005,0.0057588127,0.043107644,0.008255346,0.006829849,0.00834603,0.006133512,0.006177915,0.02421344,0.0014967045,0.006689342,0.0055451635,0.013806067,0.0048227366,0.0018834245,0.011484706,0.009363419,0.0046196957,0.00858959,0.02584217,0.0053935894,0.01625966,0.005446368,0.0030830149,0.005322919,0.002891145,0.038669515,0.0052056303,0.0032987408,0.0043723513,0.012970727,0.03402192,0.017258096,0.007872206,0.0025783607,0.0052505187,0.007772732,0.009036004,0.0007814372,0.011465122,0.0059804437,0.015169918,0.011247339,0.0076198797,0.0048962133,0.006667554,0.0063121,0.0071034743,0.017406808,0.005212099,0.0032926572,0.012358796,0.020954007,0.0042034574,0.0060155843,0.0037146485,0.006007521
0,0.0067561828,0.003595435,0.0016085774,0.0022692496,0.0058535617,0.0049204906,0.0023596415,0.0019505231,0.001005379,0.0010547292,0.0057152724,0.015558878,0.0026994746,0.0015003948,0.0049778065,0.0020769155,0.0042745173,0.0018686702,0.0030397435,0.0059174155,0.0027560769,0.004019944,0.0032951995,0.0021639534,0.0017002512,0.0022449198,0.004053643,0.0029798185,0.0012186714,0.004212909,0.0025643907,0.0013282159,0.005629969,0.012895746,0.0035783465,0.00465412,0.022571806,0.0040787966,0.004783351,0.002893777,0.0029315224,0.008158285,0.014071371,0.0026471661,0.0032529552,0.0038305926,0.003131516,0.0032559389,0.0040984848,0.0061397944,0.010082745,0.0029330852,0.0014768147,0.012033342,0.0017840465,0.0040907497,0.00559085,0.018245457,0.011207289,0.004663299,0.012285056,0.0039607026,0.0046616984,0.0058488403,0.0047467267,0.0015771189,0.011516711,0.005188285,0.019630022,0.0012394937,0.0037211357,0.006135611,0.0035604427,0.0021438745,0.0034798672,0.0077558635,0.005843558,0.003819315,0.005324783,0.019767024,0.003519856,0.0037044117,0.002459565,0.0023815313,0.00170957,0.034376893,0.0036816716,0.0033362298,0.003935452,0.021664912,0.0038497986,0.004210159,0.0013595329,0.0039264304,0.0060762176,0.0009418727,0.009953291,0.011497657,0.0078945905,0.007665479,0.0038651915,0.005115037,0.0030837583,0.014434991,0.0036625427,0.006203588,0.01481541,0.0039049755,0.002876683,0.008268872,0.004017455,0.0019109052
0,0.0046985373,0.0035758147,0.0042652967,0.0019603616,0.0030666878,0.0042379396,0.0028051469,0.0028796364,0.0047636298,0.003390856,0.0037109412,0.0024610301,0.0041502835,0.0037786663,0.0033444164,0.0022926463,0.0032613287,0.0043183705,0.0029080124,0.0020331163,0.004886676,0.004824266,0.0037843445,0.003818858,0.0030395628,0.003213321,0.005239147,0.0033029844,0.0021068468,0.004150747,0.0035747392,0.0043826527,0.0034574019,0.0026674327,0.0040127984,0.0016137427,0.004405039,0.004147882,0.003289199,0.003251122,0.0036586344,0.004449425,0.0051257033,0.0034689563,0.0038741652,0.0035176503,0.0032419888,0.0037045327,0.003415834,0.0037549876,0.0021693676,0.0033487233,0.0021329608,0.0054179244,0.0043222476,0.005311344,0.0037977376,0.004242848,0.004092776,0.0032044048,0.0025462916,0.004661694,0.003784609,0.0033841482,0.0061638784,0.0037020259,0.0042338767,0.0035259037,0.004408399,0.0054541454,0.0036619406,0.0040840395,0.0036684216,0.0037367067,0.004348183,0.004647529,0.0044225794,0.00391287,0.0062458334,0.0031599998,0.0037118243,0.0045449617,0.004000554,0.0030091386,0.00316645,0.0026641793,0.006261904,0.0038443534,0.0031709129,0.0036707106,0.0047309143,0.003870102,0.00304636,0.0042262664,0.0024382805,0.0037869504,0.0043333345,0.004401314,0.0045113596,0.0050046034,0.0053015505,0.004975825,0.0039056246,0.0045024343,0.0038047002,0.004739265,0.004748259,0.005415168,0.0040652407,0.0034095044,0.0038918639,0.004649696
0,0.007497158,0.005637817,0.010247635,0.0065162145,0.008418389,0.005612979,0.008637492,0.008263012,0.0064478,0.0093956385,0.005697473,0.007838611,0.011138593,0.0092524,0.008799178,0.004158698,0.009834892,0.0065906798,0.015144072,0.010403035,0.0061963806,0.021482922,0.0039322106,0.011561261,0.0047266753,0.003764573,0.0054985676,0.004364004,0.0054946216,0.01838456,0.017210044,0.008863225,0.022765005,0.010862001,0.011916414,0.030066323,0.0053719794,0.008943455,0.00924347,0.003750591,0.004006743,0.013477312,0.009608155,0.013690095,0.0040850444,0.004452455,0.011662922,0.007183895,0.0060367286,0.006581869,0.010049717,0.006339786,0.080576725,0.008575405,0.006153377,0.009339388,0.05142309,0.0040096003,0.017961953,0.009376755,0.020993862,0.0050078295,0.005335441,0.014050562,0.016235704,0.014112126,0.005829992,0.008179055,0.09056962,0.008592807,0.005395403,0.007860577,0.010449073,0.0098010395,0.015914388,0.011137326,0.011575296,0.06240561,0.0049132933,0.005668747,0.009367586,0.0074014696,0.0075671617,0.00702737,0.0036377353,0.13142772,0.0076362453,0.0030190197,0.0054749134,0.006008734,0.012079615,0.009096028,0.008644116,0.016515013,0.01502183,0.02684331,0.041507334,0.0051891496,0.007177891,0.013469435,0.0110337725,0.0027865812,0.012808149,0.071978696,0.010334033,0.023111984,0.00916036,0.008499785,0.017099386,0.008198434,0.023809396,0.009475181
0,0.06912846,0.069358975,0.06930359,0.06930127,0.06974884,0.06977634,0.06910492,0.06629684,0.06950573,0.06908332,0.06924137,0.07199163,0.06917465,0.06894868,0.06979377,0.06872735,0.06931037,0.069531254,0.06903977,0.06992704,0.06929984,0.069118544,0.06939424,0.06995997,0.069621265,0.06978982,0.06958636,0.06948228,0.06961058,0.06877504,0.069766745,0.06946939,0.06929407,0.06939293,0.069588825,0.069451965,0.069292806,0.06962374,0.06911921,0.06928914,0.06897051,0.06926873,0.069397025,0.06915852,0.06997696,0.06878089,0.069629185,0.0694341,0.06941123,0.06893756,0.06962607,0.06974796,0.06968685,0.069446795,0.06933052,0.0695947,0.07086411,0.06926792,0.06942265,0.06968815,0.06926704,0.06958138,0.06945828,0.06951959,0.06921293,0.07057168,0.06911619,0.06916826,0.07465281,0.06940775,0.069533244,0.06969614,0.0693214,0.06939427,0.06942442,0.06943784,0.06959275,0.06956359,0.06975814,0.069338426,0.06954966,0.06938075,0.0693186,0.07053257,0.06921633,0.0693465,0.069587976,0.06896228,0.06972036,0.0685348,0.069747746,0.069426656,0.06968132,0.06980691,0.06877718,0.06917786,0.069110356,0.06915191,0.068964854,0.069579765,0.069815174,0.06974161,0.06952718,0.06903336,0.06990499,0.06968614,0.06930282,0.06908068,0.069569886,0.06922825,0.06933222,0.06999286
0,0.005788506,0.0034215476,0.0027415701,0.0009036039,0.0035121506,0.0039371643,0.0037336885,0.0016853685,0.0018690554,0.0024181367,0.0007420594,0.015036265,0.0037278153,0.005001081,0.0062166187,0.011016843,0.001457113,0.0041295374,0.003654323,0.001554666,0.009434512,0.0012847235,0.005456021,0.0034020983,0.007245406,0.0009982736,0.0035196603,0.020697223,0.0033966557,0.003377561,0.0023643563,0.0010759153,0.004871951,0.002312258,0.0014985921,0.01133714,0.0042420425,0.0034937798,0.021365158,0.0031475723,0.0033489957,0.0056832437,0.0025977385,0.0032393776,0.0062723868,0.0022004605,0.0025726843,0.0025232262,0.0023470703,0.08197054,0.0016757349,0.040590577,0.004940481,0.0032402356,0.005317219,0.016428001,0.004099715,0.011412979,0.0031189942,0.0041152644,0.0038071407,0.007534137,0.00089066575,0.0032068153,0.018500015,0.00372801,0.010939551,0.0026311446,0.009499598,0.0054714587,0.0024054775,0.005587225,0.012664664,0.0037434888,0.003163557,0.0041384306,0.0028779593,0.0018480319,0.0044588973,0.0034196672,0.0022982322,0.032516483,0.0032934851,0.0028465171,0.009749819,0.018646149,0.006443818,0.0030122644,0.0015389381,0.0031213274,0.0046728565,0.0053125476,0.003112591,0.009008557,0.005376274,0.01118797,0.005560723,0.0031764505,0.002741964,0.0034139368,0.0044209063,0.018384743,0.0023352804,0.0046104887,0.01292473,0.0026430024,0.009928696,0.0018720012,0.0025093297,0.0007606518,0.003695208,0.006621014
0,0.007833054,0.0068567577,0.0043602823,0.0035445273,0.005060735,0.00598046,0.0033121833,0.003020355,0.002367778,0.0030504672,0.011700501,0.014060143,0.003226334,0.0076795397,0.0124213165,0.009661288,0.0034146267,0.007007116,0.003992927,0.0048062615,0.005222434,0.0034533872,0.0044237976,0.008734763,0.012193352,0.011706473,0.0051212525,0.0028676358,0.0033974468,0.012497665,0.0032748233,0.0043799737,0.004007662,0.00774969,0.004722106,0.006667468,0.0034975917,0.004835973,0.0049956907,0.005725236,0.005084859,0.004246163,0.003817637,0.008291857,0.0041615563,0.0054751136,0.005695753,0.004179921,0.0032272895,0.0105757965,0.006273344,0.010912369,0.00361053,0.0067806356,0.007483403,0.007849844,0.006715237,0.022455703,0.0059429226,0.003395029,0.010809613,0.005763994,0.0031248142,0.02713322,0.0055241515,0.006350023,0.0060221744,0.006845823,0.010495506,0.0055409423,0.02481213,0.0035295344,0.0029702147,0.0048889215,0.007773015,0.0052299756,0.008885802,0.008309905,0.004631997,0.0067874016,0.021008817,0.005648659,0.005369858,0.004947117,0.0044693346,0.040606618,0.005155102,0.004157474,0.0038140137,0.0051562074,0.0046168813,0.005489595,0.0026008773,0.006508403,0.008366734,0.0030217136,0.012374376,0.007567143,0.016227799,0.007219768,0.0031869642,0.0049583055,0.006321034,0.0042364867,0.0074868253,0.016637446,0.004939661,0.003860489,0.008404131,0.006493313,0.003358654,0.0054394137
