,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.027372971,0.010532028,0.008165392,0.008632425,0.016286656,0.033723656,0.0045335824,0.00419567,0.0035702547,0.0040478082,0.020515807,0.045442596,0.08113964,0.025245596,0.14748922,0.01977725,0.056466963,0.0052607297,0.045268126,0.008855959,0.23244105,0.026887218,0.0056840284,0.015401742,0.031083452,0.003033897,0.080653824,0.013465223
0,0.014282727,0.0076178536,0.007495394,0.008281726,0.00464955,0.013894595,0.01706651,0.009973197,0.012193564,0.0031610078,0.0061637787,0.0029560244,0.002971866,0.013258127,0.012797066,0.03231727,0.06322368,0.0022709481,0.19115609,0.01847009,0.0020201497,0.011749577,0.018524166,0.003749006,0.0038785823,0.031359404,0.043878857,0.01735172
0,0.031081112,0.0049794265,0.011871917,0.0030615972,0.010000754,0.010472806,0.024053542,0.005169396,0.0023477348,0.0018422437,0.004356186,0.0035916583,0.0025060556,0.013064175,0.04132886,0.004562957,0.08209628,0.05059357,0.0040326696,0.15697427,0.0057809534,0.0034611893,0.008238961,0.014917963,0.0027743354,0.027413322,0.027828356,0.01196519
0,0.015781347,0.007441389,0.016197568,0.015099424,0.009317316,0.015446691,0.016447784,0.018847171,0.011399188,0.008942479,0.017198263,0.015987542,0.01770665,0.016278017,0.008367691,0.014973529,0.015299729,0.0045792707,0.018992828,0.00800836,0.016247367,0.0094812745,0.007166299,0.015888443,0.021666484,0.014262661,0.011119811,0.003286552
0,0.021241115,0.009193473,0.010261263,0.005294805,0.0048992555,0.011292731,0.012851233,0.009922974,0.0019643651,0.004781812,0.01392586,0.03228564,0.00803965,0.15752557,0.015393603,0.0042783,0.01869288,0.043379627,0.012746455,0.0015985593,0.0027870475,0.0016548737,0.010713622,0.0030002438,0.0131220985,0.037738003,0.003867744,0.0022561476
0,0.021527052,0.006143479,0.01643749,0.009005569,0.0024612737,0.00909765,0.015294457,0.0132756,0.0027971256,0.0024808627,0.013291061,0.03178678,0.010243249,0.0713904,0.00913023,0.039539702,0.0020354765,0.002487391,0.12723051,0.015564594,0.004609493,0.010587883,0.004840372,0.002563224,0.018200163,0.037697747,0.010454273,0.0031920583
0,0.02723042,0.013202766,0.017477324,0.026878651,0.02361463,0.02285101,0.029779853,0.025259051,0.031913813,0.0147910835,0.014606602,0.023462566,0.016289026,0.031112999,0.027354432,0.029126892,0.029660607,0.025515495,0.019323833,0.019978862,0.014341343,0.030893466,0.012936885,0.027962439,0.01509512,0.025870003,0.035896342,0.023850543
0,0.016177777,0.002702876,0.00784582,0.007063521,0.008380006,0.0025155188,0.011997285,0.019044178,0.0012650912,0.0020153692,0.018452363,0.016098885,0.04527985,0.025913244,0.07178128,0.011959622,0.004799893,0.0012229617,0.14049023,0.004508575,0.002850705,0.0114401635,0.008812558,0.0040653623,0.015716938,0.04585874,0.012954207,0.0027310045
0,0.018815462,0.0070215496,0.0052498467,0.016222905,0.015522284,0.0082701,0.010475105,0.0030061975,0.0022620673,0.010873345,0.013005791,0.001909296,0.010771477,0.017174767,0.048134565,0.009649214,0.0046139564,0.19435494,0.006765635,0.010002615,0.0027101492,0.00834882,0.009047407,0.03975085,0.031696826,0.011667843,0.0011673733,0.00949993
0,0.02788487,0.02738386,0.029694544,0.030486256,0.030706827,0.01928026,0.02492179,0.024478346,0.02392182,0.030531626,0.027978223,0.029118871,0.028141523,0.027248254,0.02980075,0.027124915,0.019712308,0.02761706,0.02190889,0.030389033,0.02478216,0.016937297,0.026330939,0.028876135,0.027364371,0.016215647,0.032346334,0.027065441
0,0.04305945,0.010391094,0.010004027,0.0037366163,0.016742256,0.02323903,0.011667821,0.042302437,0.0048535652,0.015742984,0.010272902,0.021977559,0.0030754455,0.08096245,0.113762364,0.022033077,0.013813438,0.009402831,0.071626596,0.0031230575,0.40489367,0.02045452,0.0046912953,0.00860717,0.0075021125,0.049459975,0.0318696,0.033117224
0,0.082794406,0.08189065,0.08304137,0.08166593,0.082399845,0.081602946,0.08275173,0.08170796,0.08157533,0.07924942,0.08202114,0.08258985,0.081989214,0.08077264,0.08228849,0.08079946,0.080625266,0.07992915,0.082758546,0.08332308,0.07921321,0.07979165,0.08197227,0.080888145,0.08185538,0.08571526,0.08336486,0.07961192
0,0.01580623,0.00868188,0.016202271,0.015360624,0.018476222,0.008460546,0.008055824,0.019223403,0.016510135,0.010651687,0.016866202,0.016140388,0.008152626,0.016077993,0.011593077,0.004612354,0.019408459,0.0068922774,0.0057170503,0.013123828,0.015954196,0.008284947,0.016748354,0.006008509,0.015138717,0.022673035,0.016273767,0.0056381538
0,0.03227298,0.02563701,0.015502127,0.015164882,0.019934718,0.008736922,0.01028973,0.0048969104,0.0053334725,0.012331459,0.021807186,0.03290616,0.10780315,0.008709613,0.07915276,0.0113854455,0.0045262203,0.30960533,0.0094582215,0.019118965,0.0069782273,0.008033032,0.08026065,0.025818687,0.017033689,0.016181035,0.016705291,0.0053010276
0,0.025499174,0.010511584,0.011306758,0.018099358,0.011792459,0.0310548,0.028885217,0.013692607,0.0053125303,0.009878689,0.016247513,0.03253388,0.03146073,0.09587296,0.0059118285,0.011545496,0.033725508,0.0063103596,0.00755919,0.0048339632,0.0052573225,0.017380184,0.004181777,0.0051275175,0.012783953,0.04573686,0.022272356,0.0071143694
0,0.011091161,0.0027604615,0.005393035,0.0037703072,0.009724232,0.01155243,0.0060693845,0.0045442153,0.009765577,0.0068230336,0.025791146,0.015073903,0.0062051867,0.03013168,0.004529324,0.008855172,0.06859587,0.0033107009,0.005614265,0.0045607183,0.010980074,0.005743149,0.006440021,0.0053671175,0.004972125,0.020733077,0.026854504,0.008738074
0,0.020424008,0.019778783,0.019587265,0.019964723,0.020327756,0.019159248,0.020277891,0.020578448,0.018620515,0.017729938,0.020565348,0.020069862,0.018844128,0.020160899,0.020121673,0.020287566,0.02015367,0.019347537,0.018320814,0.020701887,0.019264795,0.015895072,0.019056253,0.020334523,0.018991474,0.020037655,0.02117041,0.020316564
