,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.004904277,0.007266241,0.005754304,0.004139323,0.007847286,0.004857166,0.008183249,0.0047128056,0.0035868476,0.009589337,0.004013664,0.009671334,0.0047252667,0.004898481,0.004282826,0.07805756,0.008466841,0.028616944,0.005147795,0.0023383196,0.02032218,0.0037314775,0.0068857856,0.0044948407
0,0.006014501,0.0021196534,0.001823231,0.0037433587,0.004417961,0.010171376,0.002642017,0.0018226322,0.002945241,0.009206704,0.006248927,0.004814859,0.020744527,0.0028815796,0.019086357,0.0019189717,0.011242059,0.006075014,0.005487154,0.005998681,0.0014907172,0.0027773161,0.0050005927,0.0036222998
0,0.0067029805,0.006635321,0.006321822,0.00350359,0.003607951,0.0065672197,0.017248152,0.0042251004,0.012679806,0.009261759,0.0032177875,0.0060664224,0.004904996,0.0038612592,0.044565942,0.0059536025,0.015548501,0.004265763,0.0034825124,0.0051509435,0.020202793,0.006250212,0.004559692,0.0041531622
0,0.00624898,0.004968031,0.0070449645,0.007906929,0.010599988,0.004073048,0.010053621,0.006595855,0.010045367,0.0059361537,0.007693047,0.009958716,0.004387143,0.0052947425,0.006397774,0.06860602,0.009972463,0.029533751,0.0060531343,0.007555482,0.0043705,0.016719952,0.00097097596,0.0055775344
0,0.0052906983,0.014056568,0.0028873135,0.0027907277,0.013430491,0.002170716,0.005571267,0.010946575,0.0014026928,0.0019724043,0.0068663075,0.015259458,0.04091693,0.0038369263,0.0039128587,0.001384277,0.0018422076,0.123006046,0.0059255105,0.0016083523,0.024055814,0.0016431059,0.030231958,0.00199263
0,0.017251134,0.007052744,0.0019237817,0.009285894,0.0032854008,0.0077236267,0.0053166794,0.031429354,0.0046449467,0.0035348195,0.02125115,0.007471792,0.011579441,0.002558929,0.0045805387,0.005134652,0.09144854,0.0028800154,0.011067212,0.02623071,0.0033983982,0.021845719,0.039158124,0.005219985
0,0.022573926,0.004653323,0.008340671,0.007612938,0.0058175875,0.020114273,0.0034924652,0.015109419,0.003488692,0.016646016,0.0053890995,0.01948005,0.0052661174,0.002376128,0.004677687,0.061809186,0.009051101,0.019210126,0.0046600504,0.03125463,0.0072890804,0.051732305,0.017688164,0.0051198704
0,0.02460019,0.011602644,0.007957646,0.005866011,0.008191671,0.026149666,0.04798553,0.0063392366,0.021935651,0.012463807,0.0041867485,0.017678557,0.0051446287,0.0050108857,0.050499924,0.008612994,0.018798279,0.005852862,0.005704219,0.0049617435,0.02619231,0.0047599343,0.022623707,0.005881247
0,0.009302126,0.0019045458,0.0032169446,0.002665997,0.0044631567,0.016557835,0.01335212,0.0032641154,0.009901603,0.0025574141,0.002666162,0.0028896346,0.0021655818,0.02669426,0.0020237975,0.002373177,0.004539649,0.00883905,0.0024288506,0.011693947,0.0017762334,0.019198522,0.011893955,0.0024795802
0,0.023845693,0.02403221,0.024555111,0.023751492,0.02391207,0.024698168,0.025564007,0.02412923,0.02369731,0.023768231,0.024356646,0.023607733,0.025712932,0.02410839,0.024109742,0.023711002,0.023510665,0.02413712,0.024208248,0.02600038,0.024731727,0.02383868,0.023493087,0.02516924
0,0.0032662973,0.0022017309,0.0023279795,0.010079657,0.0052575795,0.0034887418,0.004510872,0.004620397,0.01823903,0.0159806,0.003057058,0.00945614,0.012282968,0.0039547873,0.00854198,0.0039884592,0.0035825828,0.036310747,0.0062629455,0.01201662,0.0118535785,0.0036770501,0.02502978,0.004790536
0,0.0018488457,0.0042835195,0.001887378,0.0032656563,0.0050242357,0.00414385,0.0036073872,0.017211188,0.006171887,0.013084023,0.0026058622,0.0023329607,0.006021255,0.002902791,0.041688863,0.0025642603,0.004749451,0.009964952,0.011519458,0.0034967691,0.017931346,0.011049816,0.0011758377,0.0037208141
0,0.0077182674,0.0034840931,0.00490477,0.003267426,0.010993847,0.017035231,0.0060346634,0.004671761,0.013089412,0.0028069734,0.0062226197,0.016372804,0.010015297,0.0042971983,0.0035697848,0.00350219,0.031826127,0.0062082927,0.011948526,0.003935927,0.004110706,0.01738841,0.002781717,0.004294938
0,0.0032088598,0.0017922182,0.004950137,0.0033421442,0.0056804856,0.005307923,0.0081028575,0.004721001,0.0028847393,0.003967665,0.014173791,0.0071934676,0.0031460586,0.003134775,0.030091086,0.0026595804,0.0093833525,0.02993724,0.00518247,0.009513751,0.0032693476,0.017988821,0.012418697,0.0037527462
