,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0035596883,0.016335215,0.0070011723,0.010103059,0.0050720805,0.0054856366,0.00878771,0.020574333,0.011659125,0.011898646,0.05809528,0.001534682,0.02280999,0.009180264,0.008739443,0.002504386,0.0037021982,0.013462891,0.0047810134,0.0084368065
0,0.0026294948,0.013894666,0.00974836,0.014587533,0.0066905716,0.013461498,0.0058188667,0.01691343,0.0025958254,0.019326966,0.01066479,0.041420005,0.0051677264,0.0026646054,0.003118711,0.02755987,0.0032202061,0.0058234204,0.0123057,0.0065803477
0,0.050470266,0.050750785,0.050810598,0.050693534,0.05066931,0.05064366,0.05040796,0.050657153,0.050201505,0.050491948,0.050668105,0.050932035,0.050633725,0.05067683,0.05078736,0.050421685,0.05089494,0.050558142,0.050517008,0.05083302
0,0.0070938654,0.022780636,0.00506435,0.008626392,0.0059968554,0.020150159,0.02127818,0.04159513,0.008823323,0.005050441,0.0854103,0.013359458,0.00157997,0.026909215,0.01337062,0.0048014787,0.0060269716,0.085415676,0.018109055,0.018801752
0,0.030375035,0.0037653046,0.018471858,0.015885305,0.007879275,0.0068000755,0.015830407,0.03371169,0.06675771,0.031108845,0.0041597486,0.0064778333,0.004912766,0.034013305,0.018082619,0.007304707,0.007015937,0.010172356,0.019790284,0.015233999
0,0.0050930292,0.0144454,0.010644976,0.0055139735,0.011906537,0.010456281,0.019973647,0.0025907303,0.020226952,0.011346657,0.03793495,0.0033832332,0.012035662,0.0064962846,0.0020357622,0.002552552,0.0035757057,0.0103571,0.015836857,0.0052680313
0,0.014106429,0.004539707,0.0068787625,0.004991928,0.0035824825,0.007922358,0.013840251,0.017288402,0.021048402,0.0030513667,0.009849316,0.0027817357,0.046358462,0.009401929,0.0025142843,0.0021244446,0.0029521314,0.008936294,0.0021640335,0.003803307
0,0.019700618,0.018908627,0.017291058,0.016230457,0.01701008,0.017644877,0.019353284,0.020928403,0.017559698,0.01888545,0.019743199,0.016358815,0.0121624395,0.009631737,0.01882848,0.010272519,0.012579599,0.016296264,0.013597721,0.017953385
0,0.044946156,0.042324767,0.044328466,0.049990635,0.047620274,0.04762228,0.047666654,0.04964304,0.051881343,0.03879012,0.050913073,0.040165044,0.049151935,0.050352562,0.034209304,0.027351614,0.036160048,0.03820863,0.048300866,0.031719226
0,0.01585995,0.032513425,0.028595451,0.028177338,0.029596455,0.03190292,0.031901572,0.031037217,0.03492667,0.032880865,0.03610987,0.022514936,0.031423293,0.029780732,0.030904971,0.023684029,0.023573196,0.023226254,0.029359087,0.019660102
0,0.032094173,0.016159058,0.01299273,0.017177096,0.024934044,0.046485506,0.011415589,0.03253494,0.0027393613,0.027515402,0.00858137,0.0066512814,0.024001228,0.0020739567,0.0055118767,0.023294024,0.0126017295,0.0031448444,0.012526316,0.021225447
0,0.021309914,0.018479543,0.028222086,0.019122902,0.025196433,0.024586765,0.024955675,0.020313604,0.02546392,0.027665216,0.030261543,0.02194951,0.028884428,0.016071636,0.027476244,0.020908978,0.015010446,0.025965028,0.024737254,0.011851925
0,0.00561439,0.021508656,0.008280399,0.008650804,0.008490869,0.001069869,0.02724603,0.040009502,0.0108521795,0.005474592,0.031878278,0.0028931634,0.021639846,0.00420231,0.0020033077,0.0020045624,0.0019891066,0.00436911,0.0013070779,0.010197929
0,0.011027119,0.0056135114,0.007288174,0.0023293898,0.0048909932,0.007877814,0.003718183,0.011605794,0.008580904,0.0024112402,0.023949675,0.0042879353,0.0021144676,0.007296879,0.0025849356,0.0030750788,0.0029193147,0.0030948438,0.0025918654,0.0076727117
0,0.01995183,0.019394992,0.019427028,0.019544406,0.019874662,0.02023107,0.01975681,0.018381143,0.0192347,0.01926631,0.018531026,0.019742416,0.01770106,0.019084938,0.019507343,0.019567968,0.01889331,0.018308671,0.019638255,0.018552875
0,0.0259858,0.030726334,0.032075662,0.02932663,0.02982598,0.029455114,0.030407818,0.031590134,0.033030305,0.023108639,0.031977355,0.030707525,0.026302826,0.03145197,0.01727261,0.023924042,0.030735543,0.030319622,0.030645443,0.029171659
0,0.03920044,0.033370893,0.034417596,0.027552959,0.03383863,0.027490279,0.039596412,0.04374074,0.038832713,0.022804981,0.02060145,0.039053053,0.025420643,0.035891254,0.024145221,0.025329344,0.020300612,0.035794884,0.020176036,0.011668525
0,0.09099269,0.09076356,0.09072133,0.09068858,0.09022891,0.08958241,0.09047924,0.09144505,0.09114349,0.08961298,0.09165234,0.089834675,0.08988939,0.09127423,0.09042222,0.09090748,0.09045991,0.090567425,0.09067359,0.09031221
0,0.00798185,0.007876711,0.007947383,0.006603749,0.0066877585,0.009474806,0.014645141,0.018157331,0.026163442,0.0022439128,0.00451786,0.0029033949,0.004372189,0.0106186075,0.0065305782,0.0071828333,0.0035792955,0.0056904834,0.0039501805,0.008834748
0,0.015378707,0.0154294055,0.015514314,0.015571443,0.015601228,0.01561018,0.015410213,0.0155537855,0.015628964,0.015210719,0.015621909,0.015642723,0.015531481,0.015358129,0.015699774,0.0152120115,0.01545118,0.015484139,0.015507156,0.015529134
