,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.00799619,0.010387462,0.0030436562,0.009106418,0.002962144,0.0028899396,0.0047003347,0.0044651865,0.0032878655,0.005158605,0.004691705,0.0029519391,0.12848125,0.036171816,0.0031112852,0.004207357,0.09155317,0.0049470025,0.0031609314,0.0086500235,0.028296717,0.010247218,0.03523661,0.03692385,0.029149177,0.007418552,0.01579541,0.012048658
0,0.004908274,0.0074715978,0.008499299,0.0071476395,0.010363417,0.0022510386,0.0054755523,0.0064069713,0.006698756,0.007396342,0.024599245,0.0057867225,0.02320584,0.006424416,0.0059129493,0.015772995,0.003557935,0.044815563,0.0044540893,0.0067742886,0.0065777893,0.013351673,0.016190678,0.009462243,0.006227578,0.018505892,0.0036304404,0.013194493
0,0.0037240414,0.009748838,0.007011649,0.0031103475,0.003603329,0.022616757,0.0041243834,0.009030429,0.0023226023,0.004713349,0.0036153863,0.009162598,0.0030445508,0.0057123844,0.060843606,0.007404156,0.03077342,0.016027922,0.011707737,0.062151186,0.1286473,0.0057558073,0.013622207,0.010933109,0.022619937,0.0017555065,0.008403365,0.0055627404
0,0.00426135,0.006550209,0.004975216,0.008356311,0.007965412,0.00653972,0.0026175515,0.003557448,0.0018486943,0.003966143,0.017106969,0.005455897,0.009401334,0.1040422,0.045521613,0.0030448532,0.0044306177,0.14635885,0.004401544,0.005160201,0.0071875583,0.025683315,0.00814413,0.00794092,0.04684873,0.0040382715,0.038719412,0.00700751
0,0.006619687,0.009780246,0.012803802,0.01128094,0.0075474237,0.007606795,0.006771229,0.002229833,0.0055683325,0.008053603,0.005764787,0.029648524,0.0064850887,0.004206532,0.0074721356,0.009534717,0.0037676147,0.043237075,0.007023565,0.056129556,0.008222561,0.13644935,0.0061014327,0.005332241,0.03158887,0.010743689,0.039154686,0.011435198
0,0.005734054,0.0063777575,0.002172204,0.008964914,0.0051731886,0.003439905,0.006687391,0.0034504116,0.006627352,0.0061635477,0.0069584926,0.011482709,0.0137095535,0.007375524,0.02250899,0.03618166,0.005158529,0.008377141,0.005469749,0.04043423,0.005266652,0.019983498,0.008943849,0.007350647,0.01981872,0.010933542,0.004293052,0.00071851135
0,0.0045187715,0.00848993,0.009034822,0.0056231096,0.0050931573,0.0053669424,0.003985907,0.0051796613,0.0042463103,0.0040056603,0.006729045,0.0047766026,0.006983816,0.021894779,0.048955157,0.012708898,0.06693627,0.0036608675,0.13362193,0.0034251236,0.006945147,0.0065461826,0.0033684701,0.0032262667,0.023664096,0.008531826,0.03729283,0.009397365
0,0.00357196,0.003799739,0.0048967707,0.003287353,0.002318458,0.010427191,0.0028720023,0.0042651026,0.0041408264,0.004092302,0.0049088327,0.0057513616,0.0027182808,0.0025855273,0.008747634,0.015738018,0.025962131,0.003200175,0.0029859643,0.027500587,0.0037280472,0.0008542739,0.012361206,0.0046219784,0.013433758,0.01294077,0.005784344,0.004135908
0,0.0070316307,0.010653058,0.0014682352,0.00279261,0.0076871673,0.0034817944,0.0053642117,0.0028113534,0.002528255,0.010505446,0.022307292,0.005390506,0.17347986,0.039155018,0.0027037463,0.002562284,0.0039507565,0.001796958,0.1476726,0.0037202362,0.0021161938,0.0032804918,0.004077646,0.020873725,0.009077399,0.017283283,0.034924246,0.0053191255
0,0.0040329527,0.0046297335,0.015351013,0.002189526,0.0030737387,0.015532854,0.005741872,0.003813782,0.004816509,0.004419935,0.0036771514,0.0066640335,0.04909589,0.012260531,0.0035044726,0.025248565,0.0352139,0.08551803,0.023427209,0.0065383944,0.013171572,0.25079656,0.007970836,0.039271563,0.0108339265,0.003249719,0.07135653,0.01812776
0,0.004390027,0.011762545,0.0023635703,0.0046773516,0.0046902495,0.005503629,0.001516005,0.0014934955,0.001622421,0.0017784982,0.0021272819,0.00142426,0.07495715,0.0019026053,0.04040821,0.0028233107,0.0014929987,0.1478161,0.0011304014,0.0013635143,0.0025254642,0.01931136,0.008904348,0.01196581,0.03157593,0.039601672,0.005612633,0.0059735845
0,0.009554498,0.007573255,0.018223274,0.009513693,0.033300415,0.028990084,0.008795913,0.0063172732,0.007205673,0.04233366,0.012928508,0.016393282,0.069627956,0.15636449,0.0038126244,0.010636893,0.35839343,0.0063157296,0.017988194,0.013143468,0.0057137124,0.0175053,0.049459632,0.056776807,0.02895672,0.017947216,0.080534734,0.019235343
0,0.0028651091,0.005424177,0.0031527681,0.0045242123,0.0040532094,0.003749686,0.003852669,0.0029162448,0.0025310728,0.017875314,0.002400229,0.00458473,0.0062834173,0.029834477,0.026202973,0.0029673497,0.001441087,0.0012465346,0.065579176,0.0034736688,0.001833942,0.011625446,0.007087648,0.002753373,0.01809493,0.0080392845,0.012677334,0.008006497
0,0.0037971223,0.006198375,0.003812425,0.002066712,0.008790257,0.0040317136,0.0050984346,0.0017212344,0.0031365529,0.008984448,0.0026839452,0.0047708573,0.0030575364,0.0038373051,0.003921406,0.027467117,0.0053483113,0.009706895,0.022705507,0.0059001683,0.003184104,0.055979107,0.0038879227,0.01760086,0.00657256,0.018679231,0.006414899,0.005019285
0,0.0034410164,0.006221384,0.008202894,0.0047858413,0.0022269334,0.0051561343,0.018127438,0.005735846,0.0033126432,0.0041577974,0.0031476307,0.0028862688,0.0017937322,0.003097816,0.0037574177,0.0058033736,0.07720859,0.041719772,0.009126361,0.099969104,0.003478272,0.020897856,0.0019801776,0.019933041,0.008183481,0.038740736,0.010274211,0.002024389
0,0.030017769,0.0042954623,0.013997636,0.009714824,0.03601709,0.0018239747,0.011718186,0.0019006513,0.00413892,0.0015512725,0.012589744,0.0074325893,0.015907625,0.12048645,0.04751411,0.013018131,0.0028998675,0.15871124,0.002938103,0.010997336,0.01519512,0.00836717,0.011258846,0.027601095,0.013866848,0.012861162,0.0031504522,0.0015869878
0,0.0045918296,0.008651503,0.0071765385,0.0037403016,0.008316664,0.005123291,0.0077225883,0.0038562026,0.006750502,0.003969541,0.004077098,0.006807087,0.024429193,0.03990184,0.013947648,0.0020255423,0.004692048,0.096454084,0.005537861,0.0039353063,0.025350906,0.0074160597,0.01534458,0.03306829,0.003777595,0.009128729,0.008601991,0.0038423543
0,0.0051133074,0.015862271,0.0033864905,0.01504044,0.0033814637,0.014294358,0.008936637,0.0043268297,0.009534848,0.060073957,0.011537259,0.012239938,0.054253414,0.013158451,0.09856884,0.0147438785,0.021292454,0.0072953254,0.0051094075,0.30685633,0.015280854,0.04974876,0.025482224,0.014067794,0.008668701,0.09529848,0.0161505,0.004846644
0,0.006524857,0.0068374183,0.0065290164,0.0048726927,0.002376024,0.0026855464,0.0013932295,0.0023803443,0.0015274661,0.0033717297,0.0031847502,0.0016769192,0.0038003759,0.002199706,0.0036430177,0.11012546,0.04355892,0.004240804,0.107590675,0.0035560757,0.0027018134,0.019083925,0.0092983525,0.0022661218,0.0034145731,0.04656643,0.0022594847,0.0051749065
0,0.019916378,0.0055345846,0.007096519,0.0035020867,0.0035826967,0.010459774,0.012808076,0.006313533,0.02454627,0.005708989,0.0018753731,0.0039945105,0.007746306,0.008766594,0.10161345,0.038089946,0.012683101,0.0031447278,0.17700818,0.009192291,0.008129083,0.005641769,0.046173383,0.0054020784,0.0073061627,0.005717359,0.030796899,0.0128677925
